timestamp,PointerPosition,SubState,missionName,lastMissionState,missionEvent
15:12:59:8312,"(68.75, 466.50)",,,,
15:12:59:8540,"(68.75, 466.50)",,,,
15:12:59:8738,"(68.75, 466.50)",,,,
15:12:59:8953,"(68.75, 466.50)",,,,
15:12:59:9120,"(63.75, 459.50)",,,,
15:12:59:9281,"(68.75, 454.50)",,,,
15:12:59:9457,"(70.75, 444.50)",,,,
15:12:59:9639,"(75.75, 437.50)",,,,
15:12:59:9781,"(75.75, 434.50)",,,,
15:12:59:9911,"(75.75, 434.50)",,,,
15:12:59:9997,"(75.75, 434.50)",,,,
15:13:00:0160,"(75.75, 434.50)",,,,
15:13:00:0371,"(75.75, 434.50)",,,,
15:13:00:0597,"(75.75, 434.50)",,,,
15:13:00:0819,"(75.75, 434.50)",,,,
15:13:00:1034,"(75.75, 434.50)",,,,
15:13:00:1447,"(75.75, 434.50)",,,,
15:13:00:1715,"(75.75, 434.50)",,,,
15:13:00:1896,"(75.75, 434.50)",,,,
15:13:00:2088,"(75.75, 434.50)",,,,
15:13:00:2297,"(75.75, 434.50)",,,,
15:13:00:2491,"(75.75, 434.50)",,,,
15:13:00:2729,"(75.75, 434.50)",,,,
15:13:00:2916,"(75.75, 434.50)",,,,
15:13:00:3108,"(75.75, 434.50)",,,,
15:13:00:3282,"(75.75, 434.50)",,,,
15:13:00:3487,"(75.75, 427.50)",,,,
15:13:00:3668,"(78.75, 422.50)",,,,
15:13:00:3859,"(83.75, 414.50)",,,,
15:13:00:4053,"(85.75, 412.50)",,,,
15:13:00:4231,"(85.75, 412.50)",,,,
15:13:00:4399,"(85.75, 412.50)",,,,
15:13:00:4643,"(88.75, 407.50)",,,,
15:13:00:4812,"(88.75, 407.50)",,,,
15:13:00:4951,"(88.75, 407.50)",,,,
15:13:00:5063,"(88.75, 407.50)",,,,
15:13:00:5159,"(88.75, 407.50)",,,,
15:13:00:5257,"(88.75, 407.50)",,,,
15:13:00:5364,"(88.75, 407.50)",,,,
15:13:00:5465,"(88.75, 407.50)",,,,
15:13:00:5578,"(88.75, 407.50)",,,,
15:13:00:5747,"(88.75, 407.50)",,,,
15:13:00:5889,"(88.75, 407.50)",,,,
15:13:00:6001,"(88.75, 407.50)",,,,
15:13:00:6111,"(88.75, 407.50)",,,,
15:13:00:6219,"(88.75, 407.50)",,,,
15:13:00:6362,"(88.75, 407.50)",,,,
15:13:00:6489,"(88.75, 407.50)",,,,
